0.01,0.00
0.02,-0.00
0.03,-0.01
0.04,-0.02
0.05,-0.03
0.06,-0.05
0.07,-0.06
0.08,-0.08
0.09,-0.10
0.10,-0.12
0.11,-0.14
0.12,-0.16
0.13,-0.18
0.14,-0.20
0.15,-0.22
0.16,-0.24
0.17,-0.25
0.18,-0.27
0.19,-0.29
0.20,-0.30
0.21,-0.32
0.22,-0.33
0.23,-0.34
0.24,-0.35
0.25,-0.36
0.26,-0.37
0.27,-0.38
0.28,-0.39
0.29,-0.39
0.30,-0.40
0.31,-0.40
0.32,-0.41
0.33,-0.41
0.34,-0.41
0.35,-0.42
0.36,-0.42
0.37,-0.42
0.38,-0.42
0.39,-0.42
0.40,-0.42
0.41,-0.43
0.42,-0.43
0.43,-0.43
0.44,-0.43
0.45,-0.43
0.46,-0.42
0.47,-0.42
0.48,-0.42
0.49,-0.42
0.50,-0.42
0.51,-0.42
0.52,-0.42
0.53,-0.42
0.54,-0.42
0.55,-0.42
0.56,-0.42
0.57,-0.41
0.58,-0.41
0.59,-0.41
0.60,-0.41
0.61,-0.41
0.62,-0.41
0.63,-0.41
0.64,-0.41
0.65,-0.41
0.66,-0.41
0.67,-0.41
0.68,-0.41
0.69,-0.41
0.70,-0.41
0.71,-0.41
0.72,-0.40
0.73,-0.40
0.74,-0.40
0.75,-0.40
0.76,-0.40
0.77,-0.40
0.78,-0.40
0.79,-0.40
0.80,-0.40
0.81,-0.41
0.82,-0.41
0.83,-0.41
0.84,-0.41
0.85,-0.41
0.86,-0.41
0.87,-0.40
0.88,-0.40
0.89,-0.40
0.90,-0.40
0.91,-0.40
0.92,-0.41
0.93,-0.41
0.94,-0.41
0.95,-0.41
0.96,-0.41
0.97,-0.41
0.98,-0.40
0.99,-0.40
1.00,-0.40
1.01,-0.40
1.02,-0.40
1.03,-0.41
1.04,-0.41
1.05,-0.41
1.06,-0.41
1.07,-0.41
1.08,-0.41
1.09,-0.40
1.10,-0.40
1.11,-0.40
1.12,-0.40
1.13,-0.40
1.14,-0.41
1.15,-0.41
1.16,-0.41
1.17,-0.41
1.18,-0.41
1.19,-0.40
1.20,-0.40
1.21,-0.40
1.22,-0.40
1.23,-0.40
1.24,-0.40
1.25,-0.41
1.26,-0.41
1.27,-0.41
1.28,-0.41
1.29,-0.41
1.30,-0.40
1.31,-0.40
1.32,-0.40
1.33,-0.40
1.34,-0.41
1.35,-0.41
1.36,-0.41
1.37,-0.41
1.38,-0.40
1.39,-0.40
1.40,-0.40
1.41,-0.40
1.42,-0.40
1.43,-0.40
1.44,-0.40
1.45,-0.40
1.46,-0.41
