0.01,0.00
0.02,0.01
0.03,0.02
0.04,0.03
0.05,0.05
0.06,0.07
0.07,0.08
0.08,0.10
0.09,0.13
0.10,0.15
0.11,0.17
0.12,0.19
0.13,0.22
0.14,0.24
0.15,0.26
0.16,0.28
0.17,0.30
0.18,0.32
0.19,0.34
0.20,0.35
0.21,0.37
0.22,0.38
0.23,0.39
0.24,0.41
0.25,0.42
0.26,0.43
0.27,0.44
0.28,0.45
0.29,0.45
0.30,0.46
0.31,0.46
0.32,0.47
0.33,0.47
0.34,0.48
0.35,0.48
0.36,0.48
0.37,0.48
0.38,0.48
0.39,0.48
0.40,0.48
0.41,0.48
0.42,0.48
0.43,0.48
0.44,0.48
0.45,0.48
0.46,0.48
0.47,0.48
0.48,0.48
0.49,0.48
0.50,0.48
0.51,0.48
0.52,0.48
0.53,0.47
0.54,0.47
0.55,0.47
0.56,0.46
0.57,0.46
0.58,0.45
0.59,0.44
0.60,0.43
0.61,0.42
0.62,0.41
0.63,0.40
0.64,0.39
0.65,0.37
0.66,0.36
0.67,0.34
0.68,0.32
0.69,0.31
0.70,0.29
0.71,0.27
0.72,0.25
0.73,0.23
0.74,0.20
0.75,0.18
0.76,0.16
0.77,0.14
0.78,0.12
0.79,0.09
0.80,0.07
0.81,0.05
0.82,0.02
0.83,0.00
0.84,-0.02
0.85,-0.04
0.86,-0.06
0.87,-0.08
0.88,-0.11
0.89,-0.13
0.90,-0.15
0.91,-0.17
0.92,-0.19
0.93,-0.21
0.94,-0.23
0.95,-0.25
0.96,-0.27
0.97,-0.29
0.98,-0.31
0.99,-0.33
1.00,-0.35
1.01,-0.37
1.02,-0.38
1.03,-0.40
1.04,-0.41
1.05,-0.42
1.06,-0.43
1.07,-0.44
1.08,-0.45
1.09,-0.46
1.10,-0.46
1.11,-0.47
1.12,-0.47
1.13,-0.48
1.14,-0.48
1.15,-0.48
1.16,-0.48
1.17,-0.49
1.18,-0.49
1.19,-0.49
1.20,-0.49
1.21,-0.49
1.22,-0.48
1.23,-0.48
1.24,-0.48
1.25,-0.48
1.26,-0.48
1.27,-0.48
1.28,-0.48
1.29,-0.48
1.30,-0.47
1.31,-0.47
1.32,-0.47
1.33,-0.47
1.34,-0.46
